vehicle_id,route_order,NODE,실제 명칭,value,x_5186,y_5186,segment_distance_m,origin_label
0,0,12,중구,0,198800.6447,551624.7304,0,09_중구
0,1,7,고양시,23966,177702.4519,562993.9034,23966,44_고양시
0,2,9,파주시,34199,173311.9575,572237.4539,10233,43_파주시_1
0,3,16,인천공항,70960,153075.6707,541547.3793,36761,36_중구
0,4,3,연수구,89025,168552.3013,532230.2936,18065,37_연수구
0,5,20,중구,99235,166360.5186,542202.2826,10210,38_중구_1
0,6,17,김포공항,117649,182785.0721,550528.4098,18414,40_강서구
0,7,12,중구,133702,198800.6447,551624.7304,16053,09_중구
