vehicle_id,route_order,NODE,실제 명칭,value,x_5186,y_5186,segment_distance_m,origin_label,terminal_role,total_score,skip_penalty
0,0,12,중구,0,198800.6447,551624.7304,0,09_중구,START,19.97536,87350400
0,1,9,파주시,32780,173311.9575,572237.4539,32780,43_파주시_1,,24.942799,74305476
0,2,7,고양시,43013,177702.4519,562993.9034,10233,44_고양시,,27.427037,67781653
0,3,17,김포공항,56475,182785.0721,550528.4098,13462,40_강서구,,16.379039,96794649
0,4,8,성남시,88999,209472.627,531939.2443,32524,16_성남시,,27.157394,68489759
0,5,2,수원시,102611,202968.1437,519982.3305,13612,17_수원시,,37.701362,40800389
0,6,18,이천시,138910,239103.3481,516538.9656,36299,49_이천시,,16.362585,96837859
0,7,14,여주시,153968,254160.512,516437.414,15058,50_여주시,END,17.760209,93167577
