vehicle_id,route_order,NODE,실제 명칭,value,x_5186,y_5186,segment_distance_m,origin_label,total_score,skip_penalty
0,0,12,중구,0,198800.6447,551624.7304,0,09_중구,19.97536,87350400
0,1,8,성남시,22392,209472.627,531939.2443,22392,16_성남시,27.157394,68489759
0,2,2,수원시,36004,202968.1437,519982.3305,13612,17_수원시,37.701362,40800389
0,3,3,연수구,72534,168552.3013,532230.2936,36530,37_연수구,33.380161,52148235
0,4,16,인천공항,90599,153075.6707,541547.3793,18065,36_중구,16.623444,96152820
0,5,20,중구,103900,166360.5186,542202.2826,13301,38_중구_1,15.158458,100000000
0,6,7,고양시,127584,177702.4519,562993.9034,23684,44_고양시,27.427037,67781653
0,7,17,김포공항,141046,182785.0721,550528.4098,13462,40_강서구,16.379039,96794649
0,8,12,중구,157099,198800.6447,551624.7304,16053,09_중구,19.97536,87350400
