vehicle_id,route_order,NODE,실제 명칭,value,x_5186,y_5186,segment_distance_m,origin_label,terminal_role,total_score,skip_penalty
0,0,4,강남구,0,203845.5946,546015.1392,0,28_강남구,START,29.155613,63242263
0,1,8,성남시,15159,209472.627,531939.2443,15159,16_성남시,,27.157394,68489759
0,2,2,수원시,28771,202968.1437,519982.3305,13612,17_수원시,,37.701362,40800389
0,3,13,영등포구,57540,193109.1128,547009.6723,28769,04_영등포구,,18.858989,90282086
0,4,17,김포공항,68447,182785.0721,550528.4098,10907,40_강서구,,16.379039,96794649
0,5,7,고양시,81909,177702.4519,562993.9034,13462,44_고양시,,27.427037,67781653
0,6,9,파주시,92142,173311.9575,572237.4539,10233,43_파주시_1,,24.942799,74305476
0,7,6,가평군,149904,231071.3366,571638.9115,57762,30_가평군,END,27.731556,66981960
